ticker,pub_date,headline,vader_pos,vader_neg,vader_neu,vader_label,drob_pos,drob_neg,drob_neu,drob_label,deb_pos,deb_neg,deb_neu,deb_label
AAPL,2016-03-01,F.B.I. Error Locked San Bernardino Attacker’s iPhone,0.0,0.31,0.69,Negative,0.8940611,0.104805134,0.0011336816,Positive,0.027394725,0.918457,0.054148395,Negative
AAPL,2016-03-21,Apple May Be Willing to Risk Contempt Charge,0.0,0.496,0.504,Negative,0.58761656,0.41061708,0.0017664426,Positive,0.2982581,0.29091528,0.41082662,Neutral
AAPL,2016-03-10,Apple and U.S. Bitterly Turn Up Volume in iPhone Privacy Fight,0.0,0.384,0.616,Negative,0.8830109,0.0077692056,0.10921997,Positive,0.018534133,0.7576716,0.22379425,Negative
AAPL,2016-03-29,"In Apple Debate on Digital Privacy and the iPhone, Questions Still Remain",0.0,0.0,1.0,Neutral,0.0010864367,0.99880147,0.00011210083,Positive,0.029888649,0.4369648,0.53314656,Neutral
AAPL,2016-03-02,Checking the Graphics Card Specifications on Your Computer,0.0,0.0,1.0,Neutral,6.822151e-05,0.9998827,4.904326e-05,Positive,0.044513784,0.007603,0.9478832,Neutral
AAPL,2016-03-19,Farhad and Mike Parse Virtual Reality Tech and the Apple Standoff,0.0,0.0,1.0,Neutral,7.1253016e-05,0.9998733,5.550969e-05,Positive,0.4510839,0.07892982,0.46998626,Neutral
AAPL,2016-03-21,"Apple iPhone Hearing, VW Diesel Update and Luxury Cars",0.0,0.0,1.0,Neutral,6.0578117e-05,0.99970585,0.00023349833,Negative,0.48747814,0.0111731095,0.50134873,Neutral
AAPL,2016-03-26,"Farhad and Mike on How Apple’s New, Smaller iPhone Is Easing the Pain",0.123,0.202,0.675,Negative,0.0006042177,0.03903014,0.9603656,Neutral,0.7557027,0.015490695,0.22880667,Positive
AAPL,2016-03-02,Keeping Tabs on the SXSW Interactive Scene,0.0,0.0,1.0,Neutral,6.705486e-05,0.99987054,6.238981e-05,Positive,0.28120098,0.009117132,0.7096818,Neutral
AAPL,2016-03-14,"In the Apple Case, a Debate Over Data Hits Home",0.0,0.0,1.0,Neutral,0.00010233342,0.9998129,8.476938e-05,Positive,0.058796816,0.22549395,0.7157092,Neutral
AAPL,2016-02-20,Apple Sees Value in Its Stand to Protect Security,0.552,0.0,0.448,Positive,0.000594449,0.0043770457,0.99502844,Neutral,0.23859629,0.015479857,0.7459239,Neutral
AAPL,2016-02-23,Chappatte on Apple and the F.B.I.,0.0,0.0,1.0,Neutral,6.793661e-05,0.9998864,4.569221e-05,Positive,0.08813022,0.40147164,0.51039815,Neutral
AAPL,2016-02-17,Should the Authorities Be Able to Access Your iPhone?,0.0,0.0,1.0,Neutral,9.1948736e-05,0.9998461,6.192651e-05,Positive,0.031458534,0.20258032,0.76596105,Neutral
AAPL,2016-02-19,Positions Become Sharper in Apple Showdown,0.0,0.0,1.0,Neutral,0.9573747,0.03821884,0.0044065234,Positive,0.8038925,0.016581492,0.179526,Positive
AAPL,2016-02-19,Public Split Between Concern Over Terrorism and Privacy,0.0,0.397,0.603,Negative,8.7372624e-05,0.9998529,5.973156e-05,Positive,0.028254684,0.79186267,0.17988272,Negative
AAPL,2016-02-19,Times Readers Weigh In on the Apple Debate,0.0,0.0,1.0,Neutral,8.6635235e-05,0.9998405,7.284976e-05,Positive,0.04968057,0.029251691,0.9210678,Neutral
AAPL,2016-02-25,"Apple Goes to Court, and F.B.I. Presses Congress to Settle iPhone Privacy Fight",0.0,0.178,0.822,Negative,0.0018242346,0.99569917,0.0024766305,Negative,0.11803984,0.33285713,0.549103,Neutral
AAPL,2016-02-27,Apple’s Privacy Fight Tests Relationship With White House,0.0,0.271,0.729,Negative,0.32771456,0.6447721,0.02751328,Positive,0.102166966,0.34055114,0.55728185,Neutral
AAPL,2016-02-02,"Magic Leap, an Augmented Reality Firm, Raises $793 Million",0.0,0.0,1.0,Neutral,0.00019957214,0.0013307026,0.99846965,Neutral,0.1373883,0.009307279,0.85330445,Neutral
AAPL,2016-02-26,Analyzing Apple’s Argument That First Amendment Applies to Its Code,0.0,0.217,0.783,Negative,8.033618e-05,0.9998419,7.7710414e-05,Positive,0.024290102,0.02498233,0.9507276,Neutral
AAPL,2016-03-29,"Apple iPhone Standoff Ends, for Now",0.0,0.0,1.0,Neutral,0.00010070518,0.99983466,6.458206e-05,Positive,0.15263723,0.40748855,0.4398742,Neutral
AAPL,2016-03-15,Apple and Justice Dept. Trade Barbs in iPhone Privacy Case,0.274,0.0,0.726,Positive,0.7530685,0.24489775,0.0020337359,Positive,0.01504509,0.48569164,0.49926317,Neutral
AAPL,2016-03-16,Apple Invokes ‘Rights of the American People’ in Its Fight,0.0,0.224,0.776,Negative,0.00023675479,0.99965227,0.00011094071,Positive,0.018678209,0.13623637,0.84508544,Neutral
AAPL,2016-03-30,Apple’s New Challenge: Learning How the U.S. Cracked Its iPhone,0.126,0.0,0.874,Positive,0.0011754518,0.9986493,0.00017527943,Positive,0.11894552,0.23601748,0.645037,Neutral
AAPL,2016-03-04,Legal Briefs Flood in to Support Apple,0.457,0.0,0.543,Positive,0.00012364339,0.9997328,0.00014353843,Negative,0.01171023,0.21860892,0.7696808,Neutral
AAPL,2016-03-28,U.S. Says It Has Unlocked iPhone Without Apple,0.0,0.0,1.0,Neutral,0.0003801245,0.9995215,9.834013e-05,Positive,0.009780916,0.3510184,0.6392007,Neutral
AAPL,2016-03-22,Apple and Yahoo Each Struggle for Control of Their Futures,0.0,0.204,0.796,Negative,8.189039e-05,0.9998661,5.199608e-05,Positive,0.020348135,0.35431626,0.6253356,Neutral
AAPL,2016-03-24,Finding Photo Programs That Recognize Faces,0.0,0.0,1.0,Neutral,7.317188e-05,0.99985707,6.976332e-05,Positive,0.29818526,0.22920536,0.4726094,Neutral
AAPL,2016-03-02,"The iPhone Stays Locked, for Now ",0.0,0.0,1.0,Neutral,6.689572e-05,0.9998901,4.3019743e-05,Positive,0.10334757,0.06091542,0.835737,Neutral
AAPL,2016-03-03,Apple Is Rolling Up Backers in iPhone Privacy Fight Against F.B.I.,0.0,0.206,0.794,Negative,0.00135427,0.78119123,0.2174545,Negative,0.07333929,0.545114,0.38154674,Negative
AAPL,2016-10-09,"Apple and Samsung Clash in the Supreme Court, and Sony Goes Virtual",0.247,0.0,0.753,Positive,8.576177e-05,0.9998104,0.000103845596,Negative,0.055905778,0.8422772,0.101816945,Negative
AAPL,2016-10-26,"Apple Predicts a Big Holiday Bounce After Its Biggest Rival, Samsung, Falters",0.213,0.0,0.787,Positive,0.0002464795,0.0003545658,0.99939895,Neutral,0.43210104,0.1836757,0.3842233,Positive
AAPL,2016-10-03,U.S. Tech Giants Are Investing Billions to Keep Data in Europe,0.0,0.0,1.0,Neutral,0.00047287767,0.9719695,0.027557647,Negative,0.029181909,0.79906005,0.17175812,Negative
AAPL,2016-10-07,Paying $15 Billion for Twitter Will Be Hard for Anyone to Justify,0.0,0.113,0.887,Negative,0.58897954,0.40812555,0.0028949822,Positive,0.06322964,0.7348885,0.20188192,Negative
AAPL,2016-10-29,"Farhad and Mike’s Week in Tech: Microsoft, Apple and Halloween!",0.0,0.0,1.0,Neutral,6.080098e-05,0.9998857,5.3564185e-05,Positive,0.038089458,0.009997577,0.95191306,Neutral
AAPL,2016-10-26,"Morning Agenda: New Antitrust Era, Relief for VW Owners, Apple’s Optimism",0.423,0.0,0.577,Positive,0.0008309674,0.64376634,0.35540268,Negative,0.41445518,0.040706415,0.5448384,Neutral
AAPL,2016-10-11,Conundrum for Justices: Does a Design Patent Cover a Whole Smartphone?,0.0,0.0,1.0,Neutral,8.715465e-05,0.99985933,5.3450203e-05,Positive,0.08528565,0.59914076,0.3155736,Negative
AAPL,2016-10-27,Apple’s New MacBook Pro Gets More Touchy,0.0,0.0,1.0,Neutral,0.00031643145,0.9916608,0.00802286,Negative,0.018191092,0.9466846,0.03512429,Negative
AAPL,2016-10-23,Apple and Tesla to Report Earnings,0.0,0.0,1.0,Neutral,9.907183e-05,0.9998343,6.661462e-05,Positive,0.0871186,0.00449843,0.908383,Neutral
AAPL,2016-10-18,When You Outgrow Your iCloud Storage,0.0,0.0,1.0,Neutral,6.2001294e-05,0.9998485,8.95159e-05,Negative,0.009981995,0.7716932,0.21832483,Negative
AAPL,2016-11-25,Fighting iOS Calendar Spam,0.0,0.714,0.286,Negative,0.00015855626,0.99979585,4.5615107e-05,Positive,0.02046979,0.47256386,0.5069664,Neutral
AAPL,2016-11-06,"Beware, iPhone Users: Fake Retail Apps Are Surging Before Holidays",0.19,0.226,0.584,Negative,0.97253776,0.025323248,0.002139034,Positive,0.10817473,0.6335291,0.25829616,Negative
AAPL,2016-11-20,"How Apple Empowers, and Employs, the American Working Class",0.0,0.0,1.0,Neutral,6.0864277e-05,0.99982566,0.00011354126,Negative,0.9599205,0.006640053,0.033439398,Positive
AAPL,2016-11-17,Turn an iPad-Made Movie Into a DVD,0.0,0.0,1.0,Neutral,6.673219e-05,0.99983144,0.00010182229,Negative,0.105388075,0.00814202,0.8864699,Neutral
AAPL,2016-11-23,Moving a Mac’s Photos Library,0.0,0.0,1.0,Neutral,7.996217e-05,0.999859,6.109783e-05,Positive,0.0025858427,0.009836867,0.9875773,Neutral
AAPL,2016-11-12,"Cold in Your Hotel Room? By Voice or Tablet, You Can Change That",0.0,0.0,1.0,Neutral,7.072103e-05,0.99986255,6.671314e-05,Positive,0.9232998,0.033748027,0.042952184,Positive
AAPL,2016-11-14,"Apple’s New MacBook Pro: Fast and Light, but Not for Everyone",0.0,0.0,1.0,Neutral,6.7376226e-05,0.9998242,0.00010837349,Negative,0.86825323,0.02002977,0.11171701,Positive
AAPL,2016-11-09,Dublin Appeals $14.3 Billion Tax Charge Against Apple,0.0,0.0,1.0,Neutral,0.8523118,0.14191218,0.0057759183,Positive,0.055972617,0.10249212,0.8415353,Neutral
AAPL,2016-11-01,Will.i.am Moves Wearables Off the Wrist With the Help of Kendall Jenner and Apple,0.172,0.0,0.828,Positive,0.00033764282,0.8925357,0.10712672,Negative,0.24429385,0.026164098,0.7295421,Neutral
AAPL,2016-11-15,"In China, Toilets Have Trump’s Name Without His Permission",0.0,0.0,1.0,Neutral,8.11662e-05,0.9998764,4.247918e-05,Positive,0.011039483,0.8711307,0.1178298,Negative
AAPL,2016-07-18,Making Siri Spell Your Name Right,0.0,0.0,1.0,Neutral,6.6506924e-05,0.99986994,6.355141e-05,Positive,0.3181758,0.5413696,0.14045458,Negative
AAPL,2016-07-30,Farhad’s and Mike’s Week in Tech: The Cautionary Tale of the Fall of Yahoo,0.0,0.0,1.0,Neutral,9.551533e-05,0.99985874,4.573114e-05,Positive,0.14704849,0.18229686,0.6706546,Neutral
AAPL,2016-07-18,Reasons to Believe the A.I. Boom Is Real,0.0,0.0,1.0,Neutral,0.00013013722,0.997677,0.0021928798,Negative,0.9259673,0.009562479,0.06447018,Positive
AAPL,2016-07-16,Spotify and Apple Music: The Goth vs. the Stoner,0.0,0.0,1.0,Neutral,6.653614e-05,0.9998771,5.6401048e-05,Positive,0.005717509,0.008164615,0.9861179,Neutral
AAPL,2016-07-02,"Joshua Brown, Who Died in Self-Driving Accident, Tested Limits of His Tesla",0.0,0.401,0.599,Negative,0.0001454659,0.9997842,7.032018e-05,Positive,0.021379346,0.5483852,0.4302355,Negative
AAPL,2016-07-27,Apple Pleases by Not Disappointing So Much,0.516,0.0,0.484,Positive,0.0015082082,0.005036486,0.99345535,Neutral,0.9858381,0.0051389406,0.00902295,Positive
AAPL,2016-07-06,What Your Router Is Trying to Tell You,0.0,0.0,1.0,Neutral,6.4945576e-05,0.9998667,6.832636e-05,Negative,0.18721822,0.7098885,0.10289331,Negative
AAPL,2016-07-26,"Apple’s iPhone Sales Drop Again, but Services Are a Bright Spot",0.287,0.116,0.597,Positive,0.9956873,0.0004757321,0.0038369833,Positive,0.21631613,0.63524777,0.14843617,Negative
AAPL,2016-06-13,Keeping an iPhone Online When the Signal Is Weak,0.0,0.266,0.734,Negative,0.0010095289,0.99892116,6.932652e-05,Positive,0.017156212,0.13627693,0.8465669,Neutral
AAPL,2016-06-27,Amazon Unveils Online Education Service for Teachers,0.221,0.0,0.779,Positive,0.00014151294,0.9977574,0.002101187,Negative,0.6587032,0.010903542,0.33039322,Positive
AAPL,2016-06-01,Silicon Valley Finds Trump’s Disruption Unwelcome,0.0,0.565,0.435,Negative,0.9753954,0.023110293,0.0014944085,Positive,0.019795587,0.9303772,0.04982722,Negative
AAPL,2016-06-10,Finding Files on a Mac Running El Capitan,0.0,0.0,1.0,Neutral,8.257491e-05,0.9998714,4.603702e-05,Positive,0.008489257,0.009365728,0.98214495,Neutral
AAPL,2016-06-18,Farhad’s and Mike’s Week in Tech: That Business of Microsoft Buying LinkedIn,0.0,0.0,1.0,Neutral,6.9411595e-05,0.9998666,6.396168e-05,Positive,0.13527991,0.09469842,0.7700216,Neutral
AAPL,2016-06-27,Tech Makes Its Pitch to the Education Community,0.0,0.0,1.0,Neutral,7.491819e-05,0.9997924,0.00013268687,Negative,0.18677916,0.011968998,0.8012519,Neutral
AAPL,2016-06-22,Illustrating Your Thoughts in iOS Notes,0.0,0.0,1.0,Neutral,7.1522634e-05,0.9998746,5.389424e-05,Positive,0.67356837,0.0149830775,0.31144854,Positive
AAPL,2016-06-25,Farhad’s and Mike’s Week in Tech: Are Apple’s Headphone Jacks the New Floppy Drive?,0.0,0.0,1.0,Neutral,6.581408e-05,0.99986804,6.611983e-05,Negative,0.110802926,0.12006257,0.7691345,Neutral
AAPL,2016-06-23,"Buybacks by Companies Like Apple May Signal Danger, Not Growth",0.166,0.37,0.464,Negative,0.9797506,0.0026406574,0.017608762,Positive,0.020831326,0.8808428,0.09832581,Negative
AAPL,2016-06-13,"Apple Developer Conference: A More Open Siri, and Other Upgrades",0.0,0.0,1.0,Neutral,0.00013843739,0.9882605,0.011601038,Negative,0.49891156,0.0058029555,0.4952855,Positive
AAPL,2016-09-07,"Apple Moves Toward a Wireless Future, One Tweak at a Time",0.0,0.0,1.0,Neutral,0.00017110963,0.99437803,0.005450862,Negative,0.55684286,0.011486494,0.4316706,Positive
AAPL,2016-09-17,Farhad’s and Paul’s Week in Tech: Apple’s China Conundrum and Samsung’s Recall Conundrum,0.0,0.0,1.0,Neutral,0.00015308033,0.9997807,6.6223976e-05,Positive,0.1154945,0.05840003,0.8261056,Neutral
AAPL,2016-09-05,Whom to Vote For? Employees Tend to Follow Their Leader,0.0,0.0,1.0,Neutral,7.233306e-05,0.9998846,4.3091444e-05,Positive,0.5275941,0.026104292,0.4463016,Positive
AAPL,2016-09-10,Apple Is Said to Be Rethinking Strategy on Self-Driving Cars,0.0,0.0,1.0,Neutral,8.193628e-05,0.99969673,0.0002213991,Negative,0.055340998,0.09787948,0.84677947,Neutral
AAPL,2016-09-02,Samsung to Recall 2.5 Million Galaxy Note 7s Over Battery Fires,0.0,0.0,1.0,Neutral,0.95800465,0.04112085,0.0008744824,Positive,0.21882652,0.18393327,0.59724015,Neutral
AAPL,2016-09-05,White House Pushes for Export-Import Bank Deal as Apple Readies iPhone Update,0.0,0.0,1.0,Neutral,0.00023166332,0.99012846,0.009639825,Negative,0.6262421,0.039273653,0.3344843,Positive
AAPL,2016-09-21,Apple Is Said to Be Talking to Vehicle Technology Companies,0.0,0.0,1.0,Neutral,7.304691e-05,0.9998318,9.5148374e-05,Negative,0.054865137,0.17404144,0.7710935,Neutral
AAPL,2016-09-22,Apple in Ireland,0.0,0.0,1.0,Neutral,7.3929914e-05,0.9998789,4.7149293e-05,Positive,0.16633725,0.010828013,0.8228348,Neutral
AAPL,2016-09-12,Census Bureau to Report Income Data as Tech Rules Take Effect in Europe,0.0,0.0,1.0,Neutral,7.0826485e-05,0.99988115,4.8067002e-05,Positive,0.0621847,0.06927969,0.86853564,Neutral
AAPL,2016-09-01,"Tim Cook, Apple Chief, Defends Tax Practices and Says Cash Will Return to U.S.",0.0,0.0,1.0,Neutral,0.00082324044,0.2198301,0.7793467,Neutral,0.14996691,0.13140857,0.7186244,Neutral
AAPL,2016-03-23,Waiting for Round 2 in the Phone Fight,0.0,0.302,0.698,Negative,0.00011324488,0.9998165,7.0300055e-05,Positive,0.1541029,0.03198826,0.8139089,Neutral
AAPL,2016-03-15,Marking Up a Mac’s iBook Pages,0.0,0.0,1.0,Neutral,5.980117e-05,0.9998665,7.3677584e-05,Negative,0.005149052,0.009574648,0.9852763,Neutral
AAPL,2016-03-23,"Why You May Want a Smaller iPhone, and Your Questions Answered",0.126,0.0,0.874,Positive,7.1021575e-05,0.99986804,6.0957012e-05,Positive,0.39119926,0.17414537,0.43465534,Neutral
AAPL,2016-03-23,Morning Agenda: The Unsettling Acquisitiveness of Anbang,0.0,0.0,1.0,Neutral,8.628419e-05,0.99984777,6.590602e-05,Positive,0.06727507,0.8981332,0.03459174,Negative
AAPL,2016-03-21,Apple and Justice Dept. Prepare to Face Off in Court,0.274,0.0,0.726,Positive,0.0003649919,0.9995453,8.970177e-05,Positive,0.015075399,0.7860782,0.19884633,Negative
AAPL,2016-03-12,Farhad and Mike Discuss the Apple Case and a Go-Playing Computer Program,0.0,0.0,1.0,Neutral,6.0910617e-05,0.99988294,5.6140572e-05,Positive,0.044803135,0.014582339,0.9406145,Neutral
AAPL,2016-03-07,Supreme Court Declines to Hear Apple’s Appeal in E-Book Pricing Case,0.265,0.0,0.735,Positive,0.0016720489,0.9967765,0.0015514519,Positive,0.18868859,0.24931203,0.56199944,Neutral
AAPL,2016-03-11,Morning Agenda: Hedge Funds Make a Poor Start to the Year,0.0,0.256,0.744,Negative,0.9975273,0.0015750439,0.00089772145,Positive,0.112429015,0.303778,0.58379304,Neutral
AAPL,2016-03-09,Setting Hourly Alarms on Apple Devices,0.0,0.296,0.704,Negative,6.788748e-05,0.9998828,4.9290844e-05,Positive,0.23983967,0.0105902925,0.7495701,Neutral
AAPL,2016-03-18,Morning Agenda: TransCanada to Buy Columbia Pipeline Group,0.0,0.0,1.0,Neutral,0.00011900171,0.99885094,0.0010300487,Negative,0.08048333,0.01635315,0.9031636,Neutral
AAPL,2016-02-17,Judge Tells Apple to Help Unlock iPhone Used by San Bernardino Gunman,0.197,0.0,0.803,Positive,0.00017340272,0.99942243,0.000404135,Negative,0.23061042,0.16533536,0.6040542,Neutral
AAPL,2016-02-18,Apple vs. Washington Over Encryption,0.0,0.0,1.0,Neutral,0.00019058787,0.99968827,0.00012114387,Positive,0.043859705,0.15214685,0.80399346,Neutral
AAPL,2016-02-24,Apple Faces U.S. Demand to Unlock 9 More iPhones,0.0,0.176,0.824,Negative,0.010530871,0.9874693,0.001999833,Positive,0.011938424,0.14567544,0.8423861,Neutral
AAPL,2016-02-16,Moving Music Between iPads,0.0,0.0,1.0,Neutral,7.674604e-05,0.9998504,7.2865005e-05,Positive,0.008897694,0.002228208,0.9888741,Neutral
AAPL,2016-02-19,"How Tim Cook, in iPhone Battle, Became a Bulwark for Digital Privacy",0.0,0.206,0.794,Negative,8.373538e-05,0.9997814,0.00013482259,Negative,0.6858565,0.14031215,0.1738314,Positive
AAPL,2016-02-02,Taking Texts Back From iMessage,0.0,0.0,1.0,Neutral,9.849201e-05,0.9998468,5.4684504e-05,Positive,0.007983815,0.027095893,0.9649203,Neutral
AAPL,2016-02-09,Finding a Replacement for Free iTunes Radio,0.398,0.0,0.602,Positive,8.2338054e-05,0.9998599,5.7658337e-05,Positive,0.1820956,0.22570506,0.5921993,Neutral
AAPL,2016-02-22,Apple Showdown Heightens Challenge of Encrypted Data,0.178,0.0,0.822,Positive,0.4017286,0.27203262,0.32623875,Positive,0.07915326,0.589218,0.33162868,Negative
AAPL,2016-02-17,Explaining Apple’s Fight With the F.B.I.,0.0,0.342,0.658,Negative,7.232599e-05,0.9998584,6.931789e-05,Positive,0.033027146,0.34988362,0.6170893,Neutral
AAPL,2016-02-16,Taking Creepiness Out of Computer Voices,0.0,0.0,1.0,Neutral,7.0942886e-05,0.9998667,6.235852e-05,Positive,0.36684448,0.24193354,0.39122197,Neutral
AAPL,2016-04-23,"On Encryption Battle, Apple Has Advocates in Ex-National Security Officials",0.185,0.2,0.615,Negative,7.410218e-05,0.99980205,0.00012383959,Negative,0.1254259,0.108786106,0.7657881,Neutral
AAPL,2016-04-27,"Apple iPhone, Once a Status Symbol in China, Loses Its Luster",0.0,0.204,0.796,Negative,0.9825232,0.016631769,0.0008450607,Positive,0.3577165,0.14402078,0.49826267,Neutral
AAPL,2016-04-08,U.S. Presses Bid to Force Apple to Unlock iPhone in New York,0.0,0.0,1.0,Neutral,0.00059685815,0.9976985,0.0017047068,Negative,0.09241156,0.052691795,0.8548967,Neutral
AAPL,2016-04-07,Trump Vows U.S. Manufacturing by Apple,0.0,0.0,1.0,Neutral,0.0003171413,0.024041709,0.9756411,Neutral,0.19287424,0.021300735,0.7858251,Neutral
AAPL,2016-09-13,Treasury Secretary on Apple’s Taxes,0.31,0.0,0.69,Positive,7.394767e-05,0.99988055,4.554498e-05,Positive,0.027423402,0.050470043,0.92210656,Neutral
AAPL,2016-09-07,Apple Unveils iPhone 7,0.0,0.0,1.0,Neutral,8.1587576e-05,0.99980253,0.00011590658,Negative,0.7852658,0.0053046783,0.20942958,Positive
AAPL,2016-01-16,Farhad and Mike’s Week in Tech: A Not-So-‘Basic’ Shift in Start-Ups,0.0,0.0,1.0,Neutral,0.0008124857,0.9354736,0.063713856,Negative,0.10477826,0.025982503,0.8692392,Neutral
AAPL,2016-01-27,"No Need to Fret, Apple Is Doing Fine",0.18,0.22,0.6,Negative,0.0017537562,0.60874194,0.38950434,Negative,0.8004045,0.019222664,0.18037282,Positive
AAPL,2016-01-08,Relocating Old iPhoto Events in Photos for OS X,0.0,0.0,1.0,Neutral,7.6915e-05,0.99986184,6.117327e-05,Positive,0.0017509263,0.030702924,0.96754605,Neutral
AAPL,2016-01-11,Daily Report: The Tech News Cycle is About to Ramp Up,0.0,0.0,1.0,Neutral,0.0003194305,0.016310899,0.98336965,Neutral,0.4255223,0.14579074,0.42868695,Neutral
AAPL,2016-01-06,"On Display at CES, Tech Ideas in Their Awkward Adolescence",0.0,0.151,0.849,Negative,0.00014045979,0.99979216,6.744562e-05,Positive,0.120014444,0.006736382,0.8732492,Neutral
AAPL,2016-01-27,Try to Interview Google’s Co-Founder. It’s Emasculating.,0.0,0.0,1.0,Neutral,8.483007e-05,0.9998505,6.464261e-05,Positive,0.37592024,0.48652548,0.13755427,Negative
AAPL,2016-01-29,Apple Sets Its Sights on Virtual Reality,0.0,0.0,1.0,Neutral,6.989411e-05,0.99986935,6.0785027e-05,Positive,0.3413033,0.01799063,0.6407061,Neutral
AAPL,2016-01-08,Obama Shifts Online Strategy on ISIS,0.0,0.0,1.0,Neutral,0.0049056164,0.94909894,0.04599547,Negative,0.028632041,0.12518747,0.84618044,Neutral
AAPL,2016-01-25,Moving Your iTunes Library to a New Mac,0.0,0.0,1.0,Neutral,8.021859e-05,0.9997571,0.00016264457,Negative,0.015337809,0.0036114405,0.9810508,Neutral
AAPL,2016-01-27,"Siri, Alexa and Other Virtual Assistants Put to the Test",0.0,0.0,1.0,Neutral,6.030405e-05,0.9998578,8.1852624e-05,Negative,0.8243714,0.043305065,0.13232349,Positive
AAPL,2016-01-27,Daily Report: The iPad’s Blaze of Glory,0.368,0.0,0.632,Positive,8.324823e-05,0.9998338,8.289197e-05,Positive,0.408243,0.037109487,0.5546475,Neutral
AAPL,2016-01-24,Looking for Signs That Apple’s Runaway Growth Is Waning,0.245,0.0,0.755,Positive,0.00028760705,0.00026725576,0.99944514,Neutral,0.7866539,0.10487257,0.1084735,Positive
AAPL,2016-01-20,Why Are Corporations Hoarding Trillions?,0.0,0.0,1.0,Neutral,9.341142e-05,0.9998386,6.80096e-05,Positive,0.005178975,0.91184783,0.0829732,Negative
AAPL,2016-01-20,Tech’s ‘Frightful 5’ Will Dominate Digital Life for Foreseeable Future,0.0,0.143,0.857,Negative,9.0412694e-05,0.9994802,0.0004294164,Negative,0.9565526,0.017007276,0.026440075,Positive
AAPL,2016-01-27,Protecting Personal Information From Virtual Assistants,0.0,0.0,1.0,Neutral,8.2669554e-05,0.9998648,5.2515992e-05,Positive,0.4310766,0.35461664,0.21430676,Positive
AAPL,2016-01-18,Finding Your Way Around GarageBand,0.0,0.0,1.0,Neutral,6.708402e-05,0.9998667,6.619437e-05,Positive,0.43397617,0.006511036,0.55951285,Neutral
AAPL,2016-01-22,Making the Screen Easier to Read,0.359,0.0,0.641,Positive,0.0007062728,0.060837176,0.9384566,Neutral,0.993451,0.001090252,0.0054587014,Positive
AAPL,2016-01-30,Farhad and Mike’s Week in Tech: Lessons From Earnings Season,0.0,0.0,1.0,Neutral,7.2127994e-05,0.999858,6.988825e-05,Positive,0.12811455,0.016781127,0.85510427,Neutral
AAPL,2016-01-11,Printing a Paper Backup of Your iCloud Contacts,0.0,0.0,1.0,Neutral,8.4026186e-05,0.99986184,5.4094267e-05,Positive,0.020197488,0.009610168,0.9701923,Neutral
AAPL,2016-01-25,"Daily Report: Earnings, Earnings, Earnings",0.0,0.0,1.0,Neutral,8.0535414e-05,0.9998716,4.78582e-05,Positive,0.035741296,0.0018871728,0.96237147,Neutral
AAPL,2016-05-18,Apple Case Underscores Pitfalls of Doing Business in China,0.0,0.0,1.0,Neutral,0.9972844,0.0019869877,0.0007286616,Positive,0.060303323,0.79876906,0.14092761,Negative
AAPL,2016-05-18,Changing a Wi-Fi Network’s Name,0.0,0.0,1.0,Neutral,6.689201e-05,0.9998795,5.3665703e-05,Positive,0.008769067,0.042166725,0.94906425,Neutral
AAPL,2016-05-19,Warren Buffett Stake Suggests Apple Is All Grown Up,0.0,0.0,1.0,Neutral,9.9236946e-05,0.9996246,0.00027608254,Negative,0.089813076,0.3063931,0.60379386,Neutral
AAPL,2016-05-13,"Apple Puts $1 Billion in Didi, a Rival to Uber in China",0.0,0.0,1.0,Neutral,0.00038535596,0.007937935,0.9916767,Neutral,0.36177215,0.03382531,0.6044026,Neutral
AAPL,2016-05-04,"In China, an iPhone May Not Necessarily Be a Phone",0.0,0.0,1.0,Neutral,8.474249e-05,0.9998666,4.865911e-05,Positive,0.113277614,0.028787583,0.8579348,Neutral
AAPL,2016-05-25,Reviving a Sluggish iPhone,0.0,0.574,0.426,Negative,0.98987085,0.0076905508,0.0024386446,Positive,0.5175014,0.20568544,0.27681315,Positive
AAPL,2016-05-04,"Comparing Mobile Wallets From Apple, Google and Samsung",0.0,0.0,1.0,Neutral,6.474458e-05,0.9998913,4.397661e-05,Positive,0.021161493,0.004316598,0.97452193,Neutral
AAPL,2016-05-16,Buffett Takes $1 Billion Stake in Apple,0.0,0.0,1.0,Neutral,8.2106075e-05,0.9998604,5.749627e-05,Positive,0.05755192,0.016897703,0.92555046,Neutral
AAPL,2016-04-19,"Bill Campbell, Coach of Silicon Valley Stars, Dies at 75",0.0,0.0,1.0,Neutral,0.00048625114,0.99944395,6.980676e-05,Positive,0.09964005,0.34439513,0.55596477,Neutral
AAPL,2016-04-16,"In New Filing, Apple Resists F.B.I.’s Call to Open iPhone in Drug Case",0.0,0.0,1.0,Neutral,0.00030308362,0.9994143,0.00028265297,Positive,0.03567912,0.35352388,0.610797,Neutral
AAPL,2016-04-12,Freeing Lonely iPad Apps From Almost Empty Folders,0.256,0.331,0.413,Neutral,7.933815e-05,0.99982446,9.619702e-05,Negative,0.86839134,0.094563,0.037045654,Positive
AAPL,2016-04-05,Clearing Space on the Apple TV,0.0,0.0,1.0,Neutral,6.266401e-05,0.99987376,6.3526626e-05,Negative,0.011707373,0.017132971,0.97115964,Neutral
